股票代码,股票简称,每股收益,营业收入,营收同比增长,营收季度环比增长,净利润,利润季度同比增长,利润季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,市场,股票类型,报告日期,更新日期
837461,盛视天橙,-0.5,13872647.39,-59.1153274053,None,-8433919.01,-374.49,None,1.19646166462,-34.45,0.039759372786,22.0832458569,新三板,三板股,2020-12-31 00:00:00,2021-04-30 00:00:00
